subject	stream	number	mean_amp	baseline	mean_times	p3_group
10	dual	8	0.5224298668664776	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
10	dual	9	1.0423790858449098	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
11	dual	1	-0.38574611261628683	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
11	dual	2	-0.3766454326609406	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
11	dual	3	-0.25484241950775094	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
11	dual	4	-0.7445871249851082	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
11	dual	5	0.009936381961277333	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
11	dual	6	-0.1565545853981806	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
11	dual	7	0.08740693170611405	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
11	dual	8	0.470275978572811	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
11	dual	9	1.3582246331785686	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
12	dual	1	-0.019303243182676018	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
12	dual	2	-0.22028478428479703	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
12	dual	3	-0.13572801800689427	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
12	dual	4	-0.3132876025796232	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
12	dual	5	-0.0178352438470687	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
12	dual	6	0.16479949844441405	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
12	dual	7	0.36959751220668247	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
12	dual	8	-0.09093965499996239	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
12	dual	9	0.2143789257562492	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
13	dual	1	-0.34283689876383855	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
13	dual	2	-0.015308832460305438	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
13	dual	3	-0.2288187021569278	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
13	dual	4	-1.337028428019139	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
13	dual	5	-0.42699907248247854	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
13	dual	6	0.024373741985847165	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
13	dual	7	0.30598600732035064	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
13	dual	8	1.3050463828562573	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
13	dual	9	0.7702450103599481	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
14	dual	1	-0.4208628802864278	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
14	dual	2	0.06596648758034364	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
14	dual	3	-0.06469127584117283	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
14	dual	4	-0.04209612328640161	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
14	dual	5	-0.0020389503413769357	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
14	dual	6	0.22433446076395777	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
14	dual	7	0.26080029674902705	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
14	dual	8	0.19742699930486918	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
14	dual	9	-0.24216700557508333	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
16	dual	1	-0.01167505293860649	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
16	dual	2	-0.21731040311438526	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
16	dual	3	-0.2910133049629574	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
16	dual	4	0.07010247399292897	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
16	dual	5	-0.3078466317117567	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
16	dual	6	-0.12331764119945324	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
16	dual	7	-0.047735885360091386	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
16	dual	8	0.25680362179223104	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
16	dual	9	0.6250193320894444	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
17	dual	1	-0.24934796151946617	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
17	dual	2	-0.22749824807680916	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
17	dual	3	-0.06773853223220895	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
17	dual	4	-0.02492305970746115	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
17	dual	5	-0.3716317345067394	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
17	dual	6	-0.03951602556362446	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
17	dual	7	0.07923950205127957	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
17	dual	8	0.27004928174263293	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
17	dual	9	0.5984636048169659	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
18	dual	1	-0.34572101419846174	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
18	dual	2	-0.37616259336584784	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
18	dual	3	-0.41967659363257953	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
18	dual	4	-0.32623312855114533	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
18	dual	5	0.08297976519139752	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
18	dual	6	0.2977688691411904	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
18	dual	7	0.1126032684731975	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
18	dual	8	0.2517587700166411	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
18	dual	9	0.651860541283082	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
19	dual	1	-0.6542662071908119	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
19	dual	2	-0.38580984718507183	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
19	dual	3	-0.1584979418617304	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
19	dual	4	-0.4219202134944866	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
19	dual	5	0.036474593753056506	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
19	dual	6	0.4860415862070398	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
19	dual	7	-0.04219475349644502	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
19	dual	8	0.25196364285926076	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
19	dual	9	0.7557174325432282	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
20	dual	1	-0.3512505325477614	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
20	dual	2	-0.45546761108763345	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
20	dual	3	-0.21299006343601884	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
20	dual	4	-0.3235206010795861	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
20	dual	5	-0.010279069912940192	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
20	dual	6	-0.02515738732237743	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
20	dual	7	0.3841355244204366	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
20	dual	8	0.49724287712898546	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
20	dual	9	0.48239825111302304	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
21	dual	1	-0.1999981496477593	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
21	dual	2	-0.24148655342514241	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
21	dual	3	-0.08211041001682956	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
21	dual	4	-0.5890210344817053	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
21	dual	5	-0.0014026860316204363	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
21	dual	6	0.4152922558909329	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
21	dual	7	-0.18804393167066946	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
21	dual	8	0.012066455973049986	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
21	dual	9	0.8227535787605008	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
22	dual	1	-0.017206249992260236	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
22	dual	2	0.05291463392482511	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
22	dual	3	-0.40604879568832186	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
22	dual	4	-0.39468111869919315	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
22	dual	5	0.013033276299777624	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
22	dual	6	-0.3871712615153891	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
22	dual	7	0.32278778411987247	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
22	dual	8	0.26005020124523165	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
22	dual	9	0.5410584381840872	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
24	dual	1	-0.3694062915027018	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
24	dual	2	-0.3583575517752009	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
24	dual	3	0.04870979763780795	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
24	dual	4	0.09548831650610921	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
24	dual	5	-0.30142398177576635	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
24	dual	6	-0.19443941846285598	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
24	dual	7	0.22578997062594433	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
24	dual	8	0.29921871684836976	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
24	dual	9	0.602927539004341	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
25	dual	1	-0.20339723828876224	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
25	dual	2	-0.17705572917775964	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
25	dual	3	-0.21821603202299975	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
25	dual	4	-0.4108782747327869	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
25	dual	5	0.2353558814611591	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
25	dual	6	0.08858871971682195	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
25	dual	7	0.14739880606969888	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
25	dual	8	0.19083874737595335	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
25	dual	9	0.34345684999645304	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
26	dual	1	-0.2447672999427697	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
26	dual	2	-0.7878254684404044	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
26	dual	3	-0.7082660483328542	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
26	dual	4	-0.4317293263441424	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
26	dual	5	0.202884572596207	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
26	dual	6	0.21765807513951524	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
26	dual	7	0.32889100238098135	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
26	dual	8	0.5775399294370855	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
26	dual	9	0.8701008557947697	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
27	dual	1	-0.19649699354970296	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
27	dual	2	-0.08063013497782877	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
27	dual	3	-0.30634918250495846	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
27	dual	4	-0.3372879408599924	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
27	dual	5	-0.328993412454828	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
27	dual	6	0.27389515167270234	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
27	dual	7	0.38379350055265865	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
27	dual	8	0.553895739021365	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
27	dual	9	0.02237233709698854	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
28	dual	1	-0.09036520314977534	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
28	dual	2	-0.26691226133736856	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
28	dual	3	-0.019519434767538868	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
28	dual	4	-0.05062915876662883	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
28	dual	5	0.07782896052500657	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
28	dual	6	-0.1280297993423673	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
28	dual	7	0.10616189030093025	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
28	dual	8	-0.21744343735066413	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
28	dual	9	0.5499252713879285	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
29	dual	1	-0.01360635382800085	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
29	dual	2	-0.06462745139238386	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
29	dual	3	0.01016337360956505	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
29	dual	4	-0.007464017465871969	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
29	dual	5	-0.23087875959878265	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
29	dual	6	-0.14595472234696827	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
29	dual	7	-0.11470195690069598	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
29	dual	8	0.21547401708524735	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
29	dual	9	0.353671505531992	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
30	dual	1	-0.5625967103442244	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
30	dual	2	-0.010994156496907931	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
30	dual	3	-0.457876935085991	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
30	dual	4	-0.8092991821673544	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
30	dual	5	0.23975528288486417	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
30	dual	6	0.3212948834609135	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
30	dual	7	0.11767189061713247	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
30	dual	8	0.18977077440646561	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
30	dual	9	0.9521634061272335	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
31	dual	1	-0.5699190429684213	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
31	dual	2	-0.636609619403256	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
31	dual	3	-0.4156916011153518	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
31	dual	4	-0.12812921727176999	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
31	dual	5	-0.5903887065639998	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
31	dual	6	0.12587606518671363	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
31	dual	7	0.023023032427388665	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
31	dual	8	0.873856791071474	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
31	dual	9	1.2773810304434776	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
32	dual	1	0.14851022323137553	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
32	dual	2	-0.0008612400795551904	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
32	dual	3	-0.23307270063271818	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
32	dual	4	-0.2709474514448208	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
32	dual	5	0.5569737231301741	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
32	dual	6	0.16949145483583283	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
32	dual	7	0.09710934295769781	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
32	dual	8	-0.24990388333716945	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
32	dual	9	-0.1803928564686022	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
